timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
146265,27.12,31.84,101.86,400,4,1.66,0.74,0.82,1.14
146515,27.11,31.83,101.86,401,5,1.67,0.74,0.82,1.15
146765,27.12,31.83,101.86,400,5,1.66,0.74,0.82,1.15
147015,27.12,31.82,101.86,400,5,1.67,0.74,0.82,1.14
147265,27.12,31.84,101.86,411,3,1.66,0.74,0.82,1.14
147515,27.12,31.82,101.86,411,4,1.67,0.74,0.82,1.15
147765,27.12,31.83,101.86,407,2,1.66,0.74,0.82,1.14
148015,27.11,31.83,101.86,408,0,1.66,0.74,0.82,1.14
