timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
1650282,27.13,35.37,101.85,488,29,1.57,0.93,0.86,1.40
1650532,27.13,35.37,101.85,491,30,1.57,0.93,0.86,1.41
1650782,27.13,35.36,101.85,500,30,1.57,0.93,0.86,1.41
1651032,27.13,35.36,101.85,504,31,1.57,0.93,0.86,1.41
1651282,27.14,35.36,101.85,501,30,1.57,0.93,0.86,1.42
1651532,27.14,35.37,101.85,504,26,1.57,0.93,0.86,1.42
1651782,27.13,35.36,101.85,507,33,1.57,0.93,0.86,1.42
1652032,27.14,35.35,101.85,505,34,1.57,0.93,0.86,1.41
