1572282,26.83,35.65,101.85,474,59,1.58,1.18,0.81,1.44
1572532,26.82,35.64,101.85,464,59,1.58,1.17,0.81,1.44
1572782,26.82,35.62,101.85,464,63,1.58,1.17,0.81,1.43
1573032,26.83,35.60,101.85,460,60,1.58,1.17,0.82,1.43
1573282,26.83,35.59,101.85,453,55,1.59,1.17,0.82,1.42
1573532,26.83,35.57,101.85,456,58,1.59,1.16,0.82,1.42
1573782,26.84,35.55,101.85,447,55,1.59,1.16,0.82,1.41
1574032,26.84,35.52,101.85,441,54,1.59,1.16,0.82,1.41
