120515,27.10,31.81,101.87,405,5,1.68,0.74,0.83,1.14
120765,27.11,31.80,101.86,403,4,1.68,0.75,0.83,1.14
121015,27.10,31.80,101.86,405,4,1.68,0.74,0.83,1.14
121265,27.10,31.80,101.87,406,9,1.68,0.74,0.83,1.14
121515,27.11,31.82,101.86,411,8,1.67,0.74,0.83,1.14
121765,27.10,31.80,101.86,408,3,1.67,0.74,0.83,1.14
122015,27.11,31.81,101.86,414,7,1.68,0.74,0.83,1.14
