timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
1610282,26.94,34.15,101.85,400,12,1.62,1.25,0.87,1.31
1610532,26.94,34.16,101.85,400,21,1.62,1.25,0.87,1.31
1610782,26.95,34.13,101.85,400,16,1.62,1.25,0.87,1.31
1611032,26.94,34.15,101.85,400,16,1.62,1.25,0.87,1.32
1611282,26.94,34.12,101.85,400,15,1.62,1.25,0.88,1.32
1611532,26.95,34.09,101.85,400,18,1.62,1.25,0.88,1.32
1611782,26.94,34.09,101.85,400,19,1.62,1.26,0.88,1.32
1612032,26.94,34.08,101.85,400,17,1.62,1.26,0.88,1.32
