timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
82237,26.08,38.39,102.70,405,4,1.99,0.96,1.22,1.80
82487,26.08,38.41,102.70,411,10,1.98,0.96,1.22,1.80
82737,26.08,38.40,102.70,400,5,1.98,0.96,1.22,1.80
82987,26.08,38.39,102.70,405,4,1.98,0.96,1.22,1.80
83237,26.08,38.39,102.71,400,1,1.98,0.96,1.22,1.80
83487,26.08,38.39,102.71,404,5,1.98,0.96,1.22,1.79
83737,26.08,38.39,102.71,400,2,1.98,0.96,1.22,1.80
83987,26.09,38.37,102.71,406,3,1.98,0.96,1.22,1.80
