timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
1344271,26.84,35.06,101.85,419,15,1.40,0.75,0.66,1.29
1344521,26.85,35.06,101.85,413,20,1.40,0.75,0.67,1.29
1344771,26.85,35.07,101.85,422,19,1.40,0.76,0.67,1.29
1345021,26.85,35.06,101.85,411,17,1.40,0.76,0.67,1.29
1345271,26.85,35.08,101.85,412,16,1.40,0.77,0.67,1.29
1345521,26.85,35.07,101.85,414,21,1.40,0.77,0.67,1.29
1345771,26.85,35.08,101.85,413,17,1.40,0.78,0.67,1.29
1346021,26.86,35.10,101.85,410,18,1.40,0.79,0.66,1.29
