timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
3364362,26.55,27.76,102.57,400,3,1.15,0.61,0.49,0.97
3364612,26.54,27.76,102.57,400,2,1.15,0.61,0.49,0.97
3364862,26.54,27.75,102.57,400,6,1.15,0.61,0.49,0.97
3365112,26.53,27.77,102.57,400,3,1.15,0.61,0.49,0.97
3365362,26.54,27.78,102.57,400,6,1.15,0.61,0.49,0.97
3365612,26.52,27.78,102.57,400,5,1.15,0.61,0.49,0.97
3365862,26.53,27.79,102.57,400,4,1.15,0.61,0.49,0.97
3366112,26.53,27.81,102.58,400,2,1.15,0.61,0.49,0.97
