timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
3790384,29.77,30.22,102.57,472,456,1.75,1.41,1.08,1.50
3790634,29.77,30.19,102.57,477,455,1.75,1.42,1.08,1.50
3790884,29.78,30.18,102.57,486,461,1.75,1.42,1.08,1.50
3791134,29.78,30.17,102.57,481,460,1.75,1.42,1.08,1.51
3791384,29.79,30.16,102.57,478,457,1.75,1.41,1.08,1.51
3791634,29.79,30.15,102.57,478,458,1.75,1.41,1.08,1.51
3791884,29.80,30.14,102.57,479,462,1.75,1.42,1.08,1.51
3792134,29.80,30.13,102.57,476,462,1.75,1.42,1.08,1.51
