timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
5312450,28.00,26.20,102.52,400,4,1.30,0.85,0.59,1.15
5312700,28.00,26.21,102.52,400,2,1.29,0.84,0.59,1.14
5312950,28.00,26.20,102.52,400,7,1.30,0.84,0.59,1.14
5313200,28.00,26.21,102.52,400,8,1.30,0.84,0.59,1.14
5313450,27.99,26.22,102.52,400,5,1.30,0.84,0.59,1.14
5313700,27.99,26.21,102.52,400,6,1.30,0.85,0.59,1.14
5313950,27.99,26.23,102.52,400,5,1.29,0.85,0.59,1.14
5314200,27.99,26.21,102.52,400,6,1.29,0.85,0.59,1.14
