timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
5888472,30.21,27.67,102.51,400,506,1.84,1.48,1.19,1.70
5888722,30.21,27.66,102.51,400,495,1.84,1.48,1.20,1.70
5888972,30.21,27.66,102.51,400,504,1.84,1.49,1.20,1.70
5889222,30.21,27.66,102.51,400,506,1.84,1.48,1.20,1.71
5889472,30.20,27.66,102.51,400,504,1.84,1.48,1.20,1.70
5889722,30.21,27.66,102.51,400,509,1.84,1.48,1.20,1.70
5889972,30.21,27.65,102.51,400,506,1.84,1.49,1.20,1.70
5890222,30.21,27.65,102.51,400,504,1.84,1.48,1.20,1.70
