timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
2836340,29.44,30.25,102.53,400,213,1.77,1.37,1.12,1.61
2836590,29.44,30.24,102.53,400,217,1.77,1.36,1.13,1.61
2836840,29.44,30.23,102.53,400,215,1.77,1.36,1.13,1.61
2837090,29.44,30.25,102.53,400,210,1.77,1.36,1.13,1.61
2837340,29.44,30.22,102.53,400,213,1.77,1.37,1.13,1.61
2837590,29.44,30.23,102.53,400,215,1.77,1.37,1.13,1.61
2837840,29.43,30.23,102.53,400,213,1.77,1.36,1.13,1.61
2838090,29.44,30.24,102.53,400,214,1.77,1.37,1.13,1.61
