timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
1230307,29.47,29.69,102.55,449,210,1.64,1.22,1.00,1.57
1230557,29.48,29.67,102.55,448,209,1.64,1.22,1.00,1.56
1230807,29.48,29.67,102.55,452,210,1.64,1.22,1.00,1.57
1231057,29.48,29.67,102.55,448,219,1.64,1.22,1.00,1.57
1231307,29.48,29.65,102.54,446,214,1.64,1.22,1.00,1.57
1231557,29.48,29.66,102.54,446,208,1.64,1.22,1.00,1.57
1231807,29.49,29.65,102.55,442,211,1.64,1.22,1.00,1.56
1232057,29.49,29.65,102.55,442,213,1.64,1.22,1.00,1.57
