timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
196285,27.68,28.07,102.55,409,8,1.22,0.63,0.53,1.18
196535,27.68,28.06,102.55,405,2,1.22,0.63,0.54,1.18
196785,27.68,28.07,102.55,407,5,1.22,0.63,0.54,1.18
197035,27.68,28.06,102.55,408,4,1.22,0.63,0.53,1.18
197285,27.68,28.06,102.55,400,5,1.22,0.63,0.53,1.18
197535,27.67,28.07,102.55,412,9,1.22,0.63,0.54,1.18
197785,27.68,28.06,102.55,407,3,1.23,0.63,0.54,1.18
198035,27.67,28.06,102.55,403,0,1.23,0.63,0.54,1.18
