timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
872296,28.48,31.10,102.56,500,146,1.52,1.08,0.86,1.47
872546,28.47,31.11,102.55,494,150,1.53,1.08,0.86,1.47
872796,28.48,31.11,102.55,505,156,1.52,1.08,0.86,1.47
873046,28.48,31.11,102.55,505,158,1.53,1.09,0.86,1.46
873296,28.48,31.10,102.55,502,147,1.52,1.08,0.86,1.47
873546,28.49,31.10,102.56,501,147,1.53,1.08,0.86,1.47
873796,28.48,31.10,102.55,504,151,1.53,1.08,0.86,1.47
874046,28.49,31.10,102.55,512,157,1.52,1.09,0.86,1.47
